,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
1011,16475,2018-03-10T17:00:00.000Z,2018-03-13T16:26:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,130,Milliken (130),15225,43.8269005,-79.2759094,M1V 4E4
1143,17924,2018-03-10T17:00:00.000Z,2018-03-10T18:57:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,130,Milliken (130),16734,43.8269005,-79.2759094,M1V 4E4
1330,31948,2018-03-06T16:49:00.000Z,2018-03-06T16:49:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,130,Milliken (130),29114,43.8269005,-79.2759094,M1V 4E4
1259,19771,2018-08-28T11:00:00.000Z,2018-08-28T12:34:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,130,Milliken (130),18786,43.8269234,-79.2884674,M1V 5L9
50,19219,2018-09-17T09:00:00.000Z,2018-09-26T14:43:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D42,117,L'Amoreaux (117),17534,43.7974548,-79.3309326,M1W 2J1
820,153285,2018-11-17T12:30:00.000Z,2018-11-17T17:05:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D42,117,L'Amoreaux (117),141559,43.8000259,-79.3332596,M1W 2K7
545,96323,2018-06-12T21:09:00.000Z,2018-06-12T21:09:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D42,116,Steeles (116),88299,43.8058014,-79.3266449,M1W 2X4
1233,20161,2018-08-30T11:00:00.000Z,2018-08-30T15:12:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,116,Steeles (116),18213,43.8107796,-79.3257675,M1W 2Z8
1058,18918,2018-04-21T08:12:00.000Z,2018-04-22T08:12:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,116,Steeles (116),17248,43.8150749,-79.3273087,M1W 3X6
144,20495,2018-11-03T04:48:00.000Z,2018-11-03T08:20:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,46,Pleasant View (46),18578,43.7944832,-79.3351212,M2H 2K8
74,18110,2018-08-26T20:23:00.000Z,2018-08-26T20:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,48,Hillcrest Village (48),16409,43.7994461,-79.3482895,M2H 2L5
554,98738,2018-08-27T10:44:00.000Z,2018-08-27T10:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,49,Bayview Woods-Steeles (49),91262,43.7912979,-79.3691254,M2H 3B7
263,33339,2018-12-16T20:56:00.000Z,2018-12-16T20:56:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,53,Henry Farm (53),30104,43.7695351,-79.3472977,M2J 1B8
48,18843,2018-04-06T23:44:00.000Z,2018-04-07T05:25:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,53,Henry Farm (53),17416,43.7694359,-79.3431625,M2J 1K8
1060,18568,2018-07-27T15:30:00.000Z,2018-07-27T20:47:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,53,Henry Farm (53),17283,43.773571,-79.3445892,M2J 1M5
380,86199,2018-08-25T21:50:00.000Z,2018-08-25T21:57:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,53,Henry Farm (53),79977,43.7731895,-79.3412094,M2J 1P2
531,94342,2018-05-18T00:04:00.000Z,2018-05-18T00:04:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,53,Henry Farm (53),87780,43.7744026,-79.3371124,M2J 1S3
342,83690,2018-02-06T12:15:00.000Z,2018-02-06T12:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,47,Don Valley Village (47),77997,43.7816887,-79.355278,M2J 2H4
343,83691,2018-02-06T12:15:00.000Z,2018-02-06T12:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,47,Don Valley Village (47),77998,43.7816887,-79.355278,M2J 2H4
1138,17995,2018-05-16T09:30:00.000Z,2018-05-16T13:21:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,47,Don Valley Village (47),16686,43.7862816,-79.3531418,M2J 2T7
590,102069,2018-04-09T20:04:00.000Z,2018-08-11T20:04:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,47,Don Valley Village (47),94690,43.7802696,-79.3487167,M2J 3B6
766,150783,2018-08-09T23:00:00.000Z,2018-08-10T01:57:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,46,Pleasant View (46),139371,43.7795868,-79.3291092,M2J 3L9
1293,31656,2018-02-22T06:30:00.000Z,2018-02-22T06:40:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,46,Pleasant View (46),28198,43.7877312,-79.3406601,M2J 3X1
812,152934,2018-09-19T14:00:00.000Z,2018-10-31T13:35:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,53,Henry Farm (53),141220,43.7741318,-79.3286972,M2J 4Y1
238,32037,2018-03-01T12:00:00.000Z,2018-08-14T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,52,Bayview Village (52),29190,43.7657547,-79.3842926,M2K
3,17196,2018-04-18T13:35:00.000Z,2018-04-18T13:35:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,52,Bayview Village (52),15123,43.7694817,-79.3709183,M2K 0B3
416,88541,2018-10-28T14:30:00.000Z,2018-11-07T15:02:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,49,Bayview Woods-Steeles (49),81976,43.7908936,-79.3896561,M2K 2K3
779,154969,2018-01-02T02:28:00.000Z,2018-01-02T02:28:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,52,Bayview Village (52),143276,43.7649956,-79.3802109,M2K 2X4
1114,17488,2018-03-28T23:00:00.000Z,2018-04-12T09:18:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,52,Bayview Village (52),16081,43.7683449,-79.3704834,M2K 2X9
975,154490,2018-06-11T08:30:00.000Z,2018-06-11T20:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,40,St.Andrew-Windfields (40),142568,43.759922,-79.3892441,M2L 2G9
1220,20297,2018-09-28T10:00:00.000Z,2018-09-28T19:23:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,40,St.Andrew-Windfields (40),18010,43.7605247,-79.3641663,M2L 2R2
1166,18086,2018-02-19T13:00:00.000Z,2018-02-19T17:05:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,50,Newtonbrook East (50),16998,43.7797699,-79.4155731,M2M
246,32387,2018-11-18T18:00:00.000Z,2018-11-21T23:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,50,Newtonbrook East (50),29520,43.7870712,-79.4173508,M2M 1C8
1235,19951,2018-04-30T00:01:00.000Z,2018-05-02T09:35:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,50,Newtonbrook East (50),18239,43.7870712,-79.4173508,M2M 1C8
80,17939,2018-04-01T00:01:00.000Z,2018-05-26T17:06:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,50,Newtonbrook East (50),16747,43.7938118,-79.419014,M2M 1M8
59,18995,2018-08-30T00:08:00.000Z,2018-08-31T00:08:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),17913,43.7937088,-79.4331512,M2M 1P2
1084,19045,2018-08-30T00:08:00.000Z,2018-08-31T00:08:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,36,Newtonbrook West (36),17676,43.7937088,-79.4331512,M2M 1P2
367,86076,2018-08-24T16:45:00.000Z,2018-08-24T16:49:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,50,Newtonbrook East (50),79321,43.7961922,-79.4160614,M2M 2T6
500,92571,2018-12-15T12:00:00.000Z,2018-12-15T22:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,50,Newtonbrook East (50),85159,43.7889824,-79.4178238,M2M 3V7
1409,33177,2018-12-25T00:15:00.000Z,2018-12-30T14:30:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,50,Newtonbrook East (50),30542,43.7889824,-79.4178238,M2M 3V7
1254,20233,2018-10-12T13:00:00.000Z,2018-10-12T22:53:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,36,Newtonbrook West (36),18732,43.7863655,-79.4208374,M2M 4M3
813,153095,2018-11-19T18:38:00.000Z,2018-12-16T01:35:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),141372,43.760334,-79.4093781,M2N 0G5
518,92473,2018-02-08T04:30:00.000Z,2018-02-08T10:40:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,38,Lansing-Westgate (38),85821,43.7581902,-79.4259338,M2N 1N5
1314,31345,2018-07-05T12:30:00.000Z,2018-07-05T19:15:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,37,Willowdale West (37),28564,43.7758179,-79.4220123,M2N 2P4
714,144237,2018-05-01T06:00:00.000Z,2018-05-02T15:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),133352,43.7586098,-79.4040375,M2N 2T5
715,144238,2018-05-01T06:00:00.000Z,2018-05-02T15:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),133353,43.7586098,-79.4040375,M2N 2T5
716,144239,2018-05-01T06:00:00.000Z,2018-05-02T15:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),133354,43.7586098,-79.4040375,M2N 2T5
762,151544,2018-01-01T12:00:00.000Z,2018-10-09T17:38:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),139155,43.7713699,-79.4115753,M2N 3Y2
155,19801,2018-07-13T16:15:00.000Z,2018-07-13T16:18:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),18828,43.7643013,-79.4116364,M2N 5N6
532,94346,2018-05-18T12:30:00.000Z,2018-05-18T12:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),87784,43.7565041,-79.4065704,M2N 7E2
826,152852,2018-05-01T00:00:00.000Z,2018-11-12T19:25:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,51,Willowdale East (51),141928,43.7565041,-79.4065704,M2N 7E2
167,20039,2018-11-30T23:25:00.000Z,2018-11-30T23:29:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,37,Willowdale West (37),18980,43.7784004,-79.4172974,M2N 7H2
1135,17763,2018-05-17T14:48:00.000Z,2018-05-17T23:37:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,40,St.Andrew-Windfields (40),16607,43.753273,-79.4046936,M2P 2A2
508,92184,2018-08-22T22:45:00.000Z,2018-10-06T22:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),85571,43.7741089,-79.44104,M2R 1W3
1205,21714,2018-07-28T18:00:00.000Z,2018-07-29T13:18:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,35,Westminster-Branson (35),19703,43.7890816,-79.4465332,M2R 1Z5
323,81912,2018-03-20T06:31:00.000Z,2018-03-20T06:31:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),75382,43.7910843,-79.4430466,M2R 2X7
720,144783,2018-12-01T01:30:00.000Z,2018-12-01T02:30:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,35,Westminster-Branson (35),133561,43.7833405,-79.4483261,M2R 2Z5
1001,16814,2018-04-19T08:50:00.000Z,2018-04-19T12:48:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,35,Westminster-Branson (35),15110,43.7795982,-79.4524231,M2R 3K2
959,151900,2018-10-30T14:34:00.000Z,2018-10-30T14:34:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,35,Westminster-Branson (35),140604,43.7735176,-79.4453049,M2R 3K6
73,17869,2018-02-11T10:25:00.000Z,2018-02-11T10:30:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),16403,43.7924118,-79.445755,M2R 3W9
849,159102,2018-02-25T10:30:00.000Z,2018-02-25T10:31:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),146665,43.7924118,-79.445755,M2R 3W9
850,159103,2018-02-25T10:30:00.000Z,2018-02-25T10:31:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),146666,43.7924118,-79.445755,M2R 3W9
1363,32404,2018-11-21T12:15:00.000Z,2018-11-21T20:24:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),29534,43.7416763,-79.3263397,M3A 1E6
496,91529,2018-11-20T02:00:00.000Z,2018-11-20T03:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),84891,43.7625923,-79.3353043,M3A 2E6
1128,18282,2018-02-20T09:30:00.000Z,2018-02-20T15:57:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),16349,43.7509193,-79.3156357,M3A 2P5
1413,33328,2018-11-23T09:30:00.000Z,2018-11-23T18:43:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),30990,43.7509193,-79.3156357,M3A 2P5
1193,20912,2018-10-04T00:00:00.000Z,2018-10-04T22:17:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),19500,43.7553139,-79.33461,M3A 2R7
356,83204,2018-05-02T13:16:00.000Z,2018-05-02T13:16:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),76627,43.7519875,-79.3337021,M3A 2T1
428,87259,2018-07-18T22:25:00.000Z,2018-07-18T22:25:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),80383,43.7519875,-79.3337021,M3A 2T1
679,145232,2018-05-03T17:00:00.000Z,2018-05-03T17:08:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),134819,43.7519875,-79.3337021,M3A 2T1
773,151498,2018-10-30T08:30:00.000Z,2018-10-30T09:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),139905,43.7519875,-79.3337021,M3A 2T1
774,151499,2018-10-30T08:30:00.000Z,2018-10-30T09:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),139961,43.7519875,-79.3337021,M3A 2T1
903,161131,2018-12-27T14:30:00.000Z,2018-12-28T21:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),148912,43.7617912,-79.3228989,M3A 2W1
390,84859,2018-04-15T23:30:00.000Z,2018-04-15T23:35:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D41,119,Wexford/Maryvale (119),78711,43.7630234,-79.3175278,M3A 2Y7
725,144485,2018-06-24T09:40:00.000Z,2018-06-24T09:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D41,119,Wexford/Maryvale (119),133775,43.7630234,-79.3175278,M3A 2Y7
1265,20599,2018-09-10T17:00:00.000Z,2018-09-11T15:13:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),18907,43.7652893,-79.3469543,M3A 3A4
1171,21381,2018-09-05T09:30:00.000Z,2018-09-05T15:43:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),19058,43.7401962,-79.3284454,M3A 3P9
1362,32397,2018-09-05T11:00:00.000Z,2018-09-06T21:36:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),29528,43.7401962,-79.3284454,M3A 3P9
362,86122,2018-08-26T00:04:00.000Z,2018-08-26T01:04:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),79126,43.7187347,-79.3349533,M3C
131,20360,2018-05-20T17:26:00.000Z,2018-05-20T17:26:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),18065,43.7183647,-79.3314056,M3C 1G4
742,93075,2018-12-09T13:23:00.000Z,2018-12-09T13:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),86035,43.7183647,-79.3314056,M3C 1G4
164,20028,2018-03-12T01:10:00.000Z,2018-03-12T01:14:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),18969,43.7190323,-79.3285294,M3C 1H1
398,88112,2018-08-13T20:50:00.000Z,2018-08-14T21:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),81092,43.7190323,-79.3285294,M3C 1H1
1017,16370,2018-03-26T15:30:00.000Z,2018-04-07T07:14:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,42,Banbury-Don Mills (42),15349,43.7273483,-79.3277893,M3C 1K6
268,33057,2018-11-23T23:00:00.000Z,2018-11-23T23:09:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,42,Banbury-Don Mills (42),30191,43.7286072,-79.3395004,M3C 1M6
32,19589,2018-03-01T19:00:00.000Z,2018-10-11T19:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),17100,43.7165794,-79.3303757,M3C 1Z7
869,160604,2018-10-14T13:00:00.000Z,2018-10-14T13:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),147477,43.7165794,-79.3303757,M3C 1Z7
870,160605,2018-10-14T13:00:00.000Z,2018-10-14T13:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),147478,43.7165794,-79.3303757,M3C 1Z7
472,90094,2018-10-26T00:30:00.000Z,2018-10-26T01:07:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,42,Banbury-Don Mills (42),83620,43.7295837,-79.3487701,M3C 1Z9
669,145952,2018-01-23T22:05:00.000Z,2018-01-23T22:05:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),134003,43.7185402,-79.3263168,M3C 3A3
587,101960,2018-02-01T06:00:00.000Z,2018-10-12T00:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),94489,43.7126236,-79.3277817,M3C 3E7
864,159876,2018-06-09T14:00:00.000Z,2018-06-09T23:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,33,Clanton Park (33),147279,43.735714,-79.4420319,M3H 1T5
1005,17262,2018-03-01T23:34:00.000Z,2018-03-01T23:35:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,33,Clanton Park (33),15178,43.7347565,-79.4464417,M3H 1V1
1106,18994,2018-07-01T12:00:00.000Z,2018-08-26T22:04:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,38,Lansing-Westgate (38),17912,43.7451668,-79.4360046,M3H 2B5
1097,19088,2018-07-03T13:11:00.000Z,2018-07-03T13:55:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,34,Bathurst Manor (34),17823,43.7556953,-79.4369888,M3H 2R9
410,88182,2018-11-06T23:00:00.000Z,2018-11-06T23:03:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,38,Lansing-Westgate (38),81629,43.7426491,-79.435318,M3H 3N5
432,86483,2018-08-29T16:15:00.000Z,2018-08-31T16:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,38,Lansing-Westgate (38),80815,43.7418022,-79.4350891,M3H 3N6
935,141174,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130016,43.7577782,-79.4390411,M3H 3S2
936,141175,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130017,43.7577782,-79.4390411,M3H 3S2
937,141176,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130018,43.7577782,-79.4390411,M3H 3S2
938,141177,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130021,43.7577782,-79.4390411,M3H 3S2
1048,19597,2018-10-24T21:10:00.000Z,2018-10-25T13:33:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,38,Lansing-Westgate (38),17108,43.7514954,-79.4375229,M3H 5Y8
1009,17275,2018-07-08T04:25:00.000Z,2018-07-08T04:25:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),15191,43.7663727,-79.5045166,M3J 0A4
625,107359,2018-12-30T17:00:00.000Z,2018-12-30T17:26:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),99309,43.7666321,-79.5031815,M3J 0A8
1181,21238,2018-09-19T16:00:00.000Z,2018-09-19T17:18:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),19160,43.7572327,-79.4916916,M3J 1E4
1408,33132,2018-12-16T15:22:00.000Z,2018-12-16T15:22:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),30487,43.7697906,-79.5033875,M3J 2S5
45,18628,2018-03-20T17:55:00.000Z,2018-03-20T17:55:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),17336,43.765274,-79.4936829,M3J 2S8
118,21036,2018-06-11T11:50:00.000Z,2018-06-11T11:50:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,27,York University Heights (27),19806,43.7517586,-79.4637299,M3J 3E5
10,16423,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15744,43.7767487,-79.4988632,M3J 3L9
11,16424,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15745,43.7767487,-79.4988632,M3J 3L9
12,16425,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15746,43.7767487,-79.4988632,M3J 3L9
1396,32270,2018-12-22T01:00:00.000Z,2018-12-23T16:22:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),29903,43.76754,-79.4990463,M3J 3P7
235,32024,2018-09-06T23:13:00.000Z,2018-09-06T23:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),29179,43.7665749,-79.4997482,M3J 3R4
551,98667,2018-05-11T20:45:00.000Z,2018-05-11T20:46:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),91093,43.7652512,-79.5037689,M3J 3S5
736,150366,2018-09-01T10:00:00.000Z,2018-09-03T20:46:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),138376,43.7653809,-79.5026703,M3J 3S5
419,86901,2018-08-24T05:23:00.000Z,2018-08-24T05:37:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),80041,43.7274742,-79.4800797,M3K 1G7
760,151336,2018-08-28T00:00:00.000Z,2018-09-06T18:59:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),139029,43.7480812,-79.5080566,M3L
845,158980,2018-02-03T04:20:00.000Z,2018-02-03T04:38:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),146370,43.7198334,-79.5138016,M3L 1A5
846,158981,2018-02-03T04:20:00.000Z,2018-02-03T04:38:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),146371,43.7198334,-79.5138016,M3L 1A5
159,20554,2018-01-01T00:01:00.000Z,2018-06-11T19:06:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),18861,43.7190971,-79.5168457,M3L 1A9
160,20555,2018-01-01T00:01:00.000Z,2018-06-11T19:06:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),18863,43.7190971,-79.5168457,M3L 1A9
372,85646,2018-06-20T08:20:00.000Z,2018-06-20T08:50:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),79411,43.7265663,-79.5180893,M3L 1E6
24,17029,2018-06-07T06:23:00.000Z,2018-06-07T06:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),15975,43.7223396,-79.5148697,M3L 1G3
184,31703,2018-10-31T14:15:00.000Z,2018-10-31T14:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),28244,43.7247734,-79.5104294,M3L 1K3
