,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
16743,177308,2018-06-27T19:00:00.000Z,2018-06-28T10:36:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164417,43.7019501,-79.5756302,
16744,177309,2018-06-27T09:00:00.000Z,2018-07-01T09:07:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,115,Mount Dennis (115),164418,43.6865997,-79.4912186,
16745,177312,2018-06-28T23:30:00.000Z,2018-06-29T09:34:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D32,36,Newtonbrook West (36),164421,43.7775917,-79.4253998,
16746,177315,2018-06-30T19:00:00.000Z,2018-07-01T12:18:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D55,63,The Beaches (63),164424,43.6687584,-79.3057709,
16747,177317,2018-06-16T13:10:00.000Z,2018-06-16T13:17:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,75,Church-Yonge Corridor (75),164426,43.6568222,-79.3756638,
16748,177318,2018-07-02T21:47:00.000Z,2018-07-02T21:47:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,75,Church-Yonge Corridor (75),164427,43.6566505,-79.376564,
16749,177319,2018-06-17T18:00:00.000Z,2018-06-18T06:58:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D55,62,East End-Danforth (62),164428,43.6845207,-79.2887497,
16750,177320,2018-06-28T22:00:00.000Z,2018-06-29T12:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D53,98,Rosedale-Moore Park (98),164429,43.6929893,-79.3873062,
16751,177321,2018-05-22T00:01:00.000Z,2018-07-03T15:07:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D31,21,Humber Summit (21),164430,43.7600021,-79.5580597,
16752,177344,2018-06-22T18:00:00.000Z,2018-06-25T09:22:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D53,99,Mount Pleasant East (99),164452,43.7006683,-79.3802567,
16753,177346,2018-06-22T16:40:00.000Z,2018-06-23T11:41:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D14,85,South Parkdale (85),164454,43.6341667,-79.4293976,
16754,177347,2018-07-05T06:45:00.000Z,2018-07-05T16:57:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D22,14,Islington-City Centre West (14),164455,43.6455116,-79.523819,
16755,177348,2018-07-05T04:00:00.000Z,2018-07-05T12:39:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D14,81,Trinity-Bellwoods (81),164456,43.6532021,-79.4148941,
16756,177351,2018-07-06T05:00:00.000Z,2018-07-06T06:17:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164459,43.747757,-79.6365356,
16757,177353,2018-07-11T06:28:00.000Z,2018-07-11T06:28:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D32,105,Lawrence Park North (105),164461,43.7326889,-79.3962326,
16758,177354,2018-07-11T09:00:00.000Z,2018-07-11T18:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D32,40,St.Andrew-Windfields (40),164462,43.7441521,-79.406723,
16759,177361,2018-07-15T05:00:00.000Z,2018-07-15T06:28:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D41,123,Cliffcrest (123),164469,43.7072182,-79.2353821,
16760,177362,2018-07-14T21:00:00.000Z,2018-07-15T09:08:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D41,120,Clairlea-Birchmount (120),164470,43.7104797,-79.2715836,
16761,177363,2018-07-14T21:00:00.000Z,2018-07-15T09:08:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D41,120,Clairlea-Birchmount (120),164471,43.7104797,-79.2715836,
16762,177039,2018-04-13T16:00:00.000Z,2018-04-17T11:43:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,113,Weston (113),164479,43.7023735,-79.5237885,
16763,177523,2018-08-15T09:00:00.000Z,2018-08-16T10:46:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164486,43.7117691,-79.591011,
16764,177044,2018-10-18T21:30:00.000Z,2018-10-19T07:09:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D55,63,The Beaches (63),164494,43.6698418,-79.2901459,
16765,177050,2018-11-04T16:00:00.000Z,2018-11-05T14:42:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,30,Brookhaven-Amesbury (30),164502,43.7015724,-79.5034561,
16766,177052,2018-08-21T15:00:00.000Z,2018-08-22T06:46:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D22,10,Princess-Rosethorn (10),164504,43.674221,-79.5554733,
16767,177053,2018-12-16T15:30:00.000Z,2018-12-17T13:33:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D52,79,University (79),164505,43.6589546,-79.3946838,
16768,177054,2018-12-17T20:12:00.000Z,2018-12-17T20:17:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,131,Rouge (131),164506,43.812973,-79.2430801,
16769,177055,2018-12-17T13:30:00.000Z,2018-12-17T21:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D52,77,Waterfront Communities-The Island (77),164507,43.6459389,-79.3895035,
16770,177056,2018-12-16T12:24:00.000Z,2018-12-17T03:46:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164508,43.7106895,-79.6113205,
16771,177057,2018-11-08T18:00:00.000Z,2018-11-09T08:50:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D32,35,Westminster-Branson (35),164509,43.7890816,-79.4465332,
16772,177063,2018-12-20T20:30:00.000Z,2018-12-21T08:11:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,115,Mount Dennis (115),164515,43.68713,-79.4898605,
16773,177064,2018-12-21T15:00:00.000Z,2018-12-21T18:21:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D22,14,Islington-City Centre West (14),164516,43.6212349,-79.5255051,
16774,177065,2018-12-23T01:00:00.000Z,2018-12-23T11:04:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D14,80,Palmerston-Little Italy (80),164517,43.6621475,-79.4165802,
16775,177066,2018-12-22T18:00:00.000Z,2018-12-23T12:25:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D14,81,Trinity-Bellwoods (81),164518,43.6517944,-79.4084854,
16776,177069,2018-12-20T16:30:00.000Z,2018-12-20T21:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D43,123,Cliffcrest (123),164521,43.7195854,-79.2388077,
16777,177070,2018-12-20T16:30:00.000Z,2018-12-20T21:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D43,123,Cliffcrest (123),164522,43.7195854,-79.2388077,
16778,177071,2018-12-22T08:00:00.000Z,2018-12-22T09:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D31,24,Black Creek (24),164523,43.758976,-79.5181122,
16779,177072,2018-12-27T14:02:00.000Z,2018-12-27T14:36:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164524,43.7470741,-79.6062393,
16780,177073,2018-12-27T14:02:00.000Z,2018-12-27T14:36:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164525,43.7470741,-79.6062393,
16781,177074,2018-12-27T14:02:00.000Z,2018-12-27T14:36:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164526,43.7470741,-79.6062393,
16782,177085,2018-11-25T14:00:00.000Z,2018-11-26T18:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D54,57,Broadview North (57),164537,43.69561,-79.3523865,
16783,177096,2018-04-19T22:10:00.000Z,2018-04-19T22:27:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,75,Church-Yonge Corridor (75),164548,43.6657257,-79.3809586,
16784,177100,2018-02-22T21:37:00.000Z,2018-02-22T21:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,71,Cabbagetown-South St.James Town (71),164552,43.6631927,-79.3730621,
16785,177101,2018-02-22T21:37:00.000Z,2018-02-22T21:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,71,Cabbagetown-South St.James Town (71),164553,43.6631927,-79.3730621,
16786,177103,2018-12-29T14:02:00.000Z,2018-12-29T14:16:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D41,119,Wexford/Maryvale (119),164555,43.7638702,-79.3014297,
16787,177104,2018-12-31T13:19:00.000Z,2018-12-31T13:19:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D14,80,Palmerston-Little Italy (80),164556,43.654911,-79.4202728,
16788,177106,2018-12-30T00:15:00.000Z,2018-12-30T00:46:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D32,31,Yorkdale-Glen Park (31),164557,43.7174988,-79.4489746,
16789,177107,2018-12-24T19:46:00.000Z,2018-12-24T19:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D31,26,Downsview-Roding-CFB (26),164558,43.7206345,-79.5141525,
16790,177109,2018-12-26T21:00:00.000Z,2018-12-28T08:33:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D23,1,West Humber-Clairville (1),164560,43.7565536,-79.6047668,
16791,177113,2018-12-31T07:15:00.000Z,2018-12-31T16:52:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D33,47,Don Valley Village (47),164562,43.7758369,-79.3437195,
16792,177117,2018-10-26T17:00:00.000Z,2018-11-08T14:24:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D51,75,Church-Yonge Corridor (75),164563,43.6516953,-79.3789825,
16793,177604,2018-07-20T20:00:00.000Z,2018-07-21T09:58:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D55,63,The Beaches (63),164578,43.6692657,-79.3035202,
16794,177605,2018-11-15T20:00:00.000Z,2018-11-16T07:05:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D55,62,East End-Danforth (62),164582,43.6803513,-79.3050461,
16795,177385,2018-07-16T04:30:00.000Z,2018-07-16T16:24:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D13,39,Bedford Park-Nortown (39),164696,43.715065,-79.4287872,
16796,177386,2018-07-16T04:30:00.000Z,2018-07-16T16:24:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D13,39,Bedford Park-Nortown (39),164700,43.715065,-79.4287872,
16797,177388,2018-07-17T17:48:00.000Z,2018-07-17T17:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,112,Beechborough-Greenbrook (112),164708,43.6912155,-79.4741135,
16798,177390,2018-07-15T18:00:00.000Z,2018-07-18T19:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,D12,23,Pelmo Park-Humberlea (23),164713,43.7151031,-79.5263519,
